0,0,0,quantité,date
7213,55,15,19,2022-04-11
7214,52,18,44,2022-04-11
7215,41,6,16,2022-04-11
7216,27,11,49,2022-04-11
7217,66,9,8,2022-04-11
7218,50,17,20,2022-04-11
7219,1,10,27,2022-04-11
7220,26,26,20,2022-04-12
7221,8,19,22,2022-04-12
7222,36,2,37,2022-04-12
7223,8,27,25,2022-04-12
7224,91,4,29,2022-04-12
7225,5,13,12,2022-04-12
7226,19,6,6,2022-04-12
7227,4,1,37,2022-04-13
7228,99,14,23,2022-04-13
7229,16,8,47,2022-04-13
7230,19,4,38,2022-04-13
7231,26,1,15,2022-04-13
7232,38,12,16,2022-04-13
7233,19,22,1,2022-04-13
7234,23,22,39,2022-04-13
7235,92,11,33,2022-04-13
7236,36,1,43,2022-04-14
7237,35,9,2,2022-04-14
7238,55,1,36,2022-04-14
7239,11,4,27,2022-04-14
7240,63,16,25,2022-04-14
7241,56,10,44,2022-04-14
7242,99,17,9,2022-04-14
7243,34,12,34,2022-04-14
7244,98,19,48,2022-04-14
7245,44,21,48,2022-04-15
7246,44,6,10,2022-04-15
7247,24,15,25,2022-04-15
7248,16,27,29,2022-04-16
7249,16,18,37,2022-04-16
7250,42,20,49,2022-04-16
7251,19,1,5,2022-04-16
7252,27,9,12,2022-04-16
7253,5,4,25,2022-04-16
7254,92,13,13,2022-04-16
7255,8,31,49,2022-04-16
7256,23,28,9,2022-04-16
7257,56,14,13,2022-04-16
7258,26,27,40,2022-04-16
7259,92,4,45,2022-04-17
7260,26,15,49,2022-04-17
7261,4,15,15,2022-04-17
7262,52,27,48,2022-04-17
7263,76,14,40,2022-04-17
7264,25,18,30,2022-04-17
7265,87,10,35,2022-04-18
7266,5,6,34,2022-04-18
7267,71,17,1,2022-04-18
7268,66,29,45,2022-04-18
7269,26,28,14,2022-04-18
7270,12,18,48,2022-04-19
7271,32,30,43,2022-04-19
7272,16,15,45,2022-04-19
7273,13,9,35,2022-04-19
7274,43,2,22,2022-04-19
7275,10,28,9,2022-04-19
7276,16,9,10,2022-04-19
7277,59,9,8,2022-04-19
7278,23,14,43,2022-04-19
7279,75,28,32,2022-04-20
7280,43,2,6,2022-04-20
7281,40,13,25,2022-04-20
7282,55,9,22,2022-04-20
7283,42,15,20,2022-04-20
7284,8,29,12,2022-04-20
7285,62,6,46,2022-04-20
7286,26,10,28,2022-04-21
7287,10,9,28,2022-04-21
7288,5,16,5,2022-04-21
7289,96,1,40,2022-04-21
7290,74,14,46,2022-04-21
7291,54,19,16,2022-04-21
7292,73,28,5,2022-04-21
7293,55,9,12,2022-04-22
7294,79,16,26,2022-04-22
7295,87,13,24,2022-04-22
7296,99,16,22,2022-04-22
7297,38,19,41,2022-04-22
7298,59,15,1,2022-04-22
7299,40,20,10,2022-04-22
7300,91,26,40,2022-04-22
7301,3,2,37,2022-04-23
7302,71,28,21,2022-04-23
7303,26,23,49,2022-04-23
7304,72,14,49,2022-04-23
7305,37,20,4,2022-04-23
7306,34,15,49,2022-04-23
7307,16,14,37,2022-04-23
7308,90,2,14,2022-04-23
7309,26,15,48,2022-04-23
7310,75,13,45,2022-04-23
7311,60,7,44,2022-04-23
7312,26,23,20,2022-04-23
7313,83,27,29,2022-04-23
7314,27,14,49,2022-04-23
7315,8,10,3,2022-04-23
7316,5,21,39,2022-04-24
7317,5,8,24,2022-04-24
7318,51,1,43,2022-04-24
7319,5,7,6,2022-04-24
7320,74,1,17,2022-04-24
7321,8,9,47,2022-04-24
7322,5,9,37,2022-04-24
7323,55,15,28,2022-04-24
7324,50,9,27,2022-04-24
7325,58,1,23,2022-04-24
7326,84,31,30,2022-04-25
7327,100,12,20,2022-04-25
7328,40,24,3,2022-04-25
7329,19,28,49,2022-04-25
7330,25,1,24,2022-04-25
7331,16,14,47,2022-04-25
7332,5,1,41,2022-04-25
7333,8,15,46,2022-04-25
7334,65,1,6,2022-04-26
7335,66,2,37,2022-04-26
7336,52,15,13,2022-04-26
7337,5,20,15,2022-04-26
7338,5,6,39,2022-04-26
7339,19,29,3,2022-04-27
7340,16,16,4,2022-04-27
7341,21,3,40,2022-04-27
7342,38,3,14,2022-04-27
7343,51,15,37,2022-04-27
7344,76,13,22,2022-04-27
7345,16,1,23,2022-04-27
7346,19,3,10,2022-04-27
7347,1,1,7,2022-04-27
7348,56,30,34,2022-04-27
7349,63,2,21,2022-04-27
7350,5,18,46,2022-04-27
7351,5,4,13,2022-04-27
7352,10,4,5,2022-04-27
7353,19,2,18,2022-04-28
7354,5,28,26,2022-04-28
7355,5,6,18,2022-04-28
7356,19,6,22,2022-04-28
7357,2,18,26,2022-04-28
7358,13,6,25,2022-04-28
7359,53,19,37,2022-04-28
7360,3,5,44,2022-04-28
7361,93,23,27,2022-04-28
7362,22,2,7,2022-04-29
7363,26,2,7,2022-04-29
7364,26,17,9,2022-04-29
7365,24,6,29,2022-04-29
7366,20,15,1,2022-04-29
7367,50,24,2,2022-04-29
7368,30,8,21,2022-04-29
7369,15,8,36,2022-04-29
7370,5,28,49,2022-04-30
7371,26,9,32,2022-04-30
7372,5,29,24,2022-04-30
7373,5,23,20,2022-04-30
7374,3,27,30,2022-04-30
7375,67,13,15,2022-04-30
7376,18,19,43,2022-04-30
7377,16,3,40,2022-04-30
7378,26,15,1,2022-04-30
7379,97,3,3,2022-05-01
7380,3,16,43,2022-05-01
7381,5,6,10,2022-05-01
7382,35,16,27,2022-05-01
7383,28,3,10,2022-05-01
7384,92,9,9,2022-05-02
7385,87,12,26,2022-05-02
7386,16,4,41,2022-05-02
7387,19,27,50,2022-05-02
7388,11,15,14,2022-05-02
7389,35,10,8,2022-05-02
7390,66,4,35,2022-05-02
7391,56,11,15,2022-05-02
7392,42,10,8,2022-05-02
7393,13,6,5,2022-05-03
7394,53,2,37,2022-05-03
7395,98,13,34,2022-05-03
7396,53,11,15,2022-05-03
7397,40,30,31,2022-05-03
7398,5,14,21,2022-05-03
7399,13,3,24,2022-05-04
7400,39,6,11,2022-05-04
7401,4,3,16,2022-05-04
7402,43,21,16,2022-05-04
7403,44,6,49,2022-05-04
7404,81,23,1,2022-05-04
7405,22,10,7,2022-05-05
7406,71,3,29,2022-05-05
7407,24,25,32,2022-05-05
7408,16,18,47,2022-05-05
7409,87,1,14,2022-05-05
7410,99,10,8,2022-05-05
7411,36,5,12,2022-05-05
7412,99,1,22,2022-05-05
7413,5,1,1,2022-05-05
7414,10,20,48,2022-05-05
7415,47,8,49,2022-05-06
7416,17,3,35,2022-05-06
7417,75,24,14,2022-05-06
7418,5,3,19,2022-05-06
7419,13,9,2,2022-05-06
7420,13,27,26,2022-05-07
7421,29,30,22,2022-05-07
7422,7,6,29,2022-05-07
7423,92,15,14,2022-05-07
7424,23,3,35,2022-05-07
7425,38,6,20,2022-05-07
7426,55,15,18,2022-05-07
7427,10,27,6,2022-05-07
7428,13,15,8,2022-05-08
7429,54,13,45,2022-05-08
7430,92,4,39,2022-05-08
7431,1,1,31,2022-05-08
7432,64,9,45,2022-05-08
7433,53,4,49,2022-05-08
7434,63,9,25,2022-05-08
7435,42,5,13,2022-05-08
7436,63,16,19,2022-05-08
7437,79,7,8,2022-05-09
7438,25,3,13,2022-05-09
7439,13,13,45,2022-05-09
7440,50,27,44,2022-05-09
7441,26,16,47,2022-05-09
7442,78,30,30,2022-05-09
7443,27,18,34,2022-05-09
7444,5,6,44,2022-05-09
7445,5,30,47,2022-05-09
7446,16,8,42,2022-05-09
7447,52,29,18,2022-05-09
7448,29,4,38,2022-05-09
7449,36,18,33,2022-05-09
7450,8,6,2,2022-05-09
7451,58,23,49,2022-05-10
7452,10,6,14,2022-05-10
7453,90,27,5,2022-05-10
7454,6,13,24,2022-05-10
7455,75,23,37,2022-05-10
7456,26,24,24,2022-05-10
7457,19,6,23,2022-05-10
7458,5,18,25,2022-05-11
7459,55,22,2,2022-05-11
7460,5,25,13,2022-05-11
7461,16,6,28,2022-05-11
7462,8,28,34,2022-05-11
7463,24,25,24,2022-05-11
7464,26,5,35,2022-05-11
7465,66,23,34,2022-05-11
7466,26,9,43,2022-05-11
7467,29,17,14,2022-05-11
7468,77,18,26,2022-05-11
7469,19,6,31,2022-05-11
7470,8,2,2,2022-05-11
7471,42,1,14,2022-05-12
7472,4,9,36,2022-05-12
7473,86,6,48,2022-05-12
7474,54,6,46,2022-05-12
7475,49,9,21,2022-05-12
7476,56,13,11,2022-05-12
7477,54,16,27,2022-05-12
7478,50,3,1,2022-05-12
7479,4,11,39,2022-05-13
7480,26,13,35,2022-05-13
7481,44,18,10,2022-05-13
7482,50,27,7,2022-05-13
7483,97,8,2,2022-05-13
7484,26,17,50,2022-05-13
7485,56,2,36,2022-05-13
7486,58,27,4,2022-05-13
7487,15,11,17,2022-05-13
7488,8,1,12,2022-05-14
7489,55,8,16,2022-05-14
7490,48,27,49,2022-05-14
7491,3,30,37,2022-05-14
7492,19,6,23,2022-05-14
7493,26,6,37,2022-05-14
7494,70,15,45,2022-05-14
7495,5,11,18,2022-05-14
7496,23,5,22,2022-05-15
7497,5,27,44,2022-05-15
7498,8,16,28,2022-05-15
7499,4,14,21,2022-05-15
7500,5,16,37,2022-05-15
7501,5,28,48,2022-05-16
7502,22,14,45,2022-05-16
7503,3,28,42,2022-05-16
7504,23,27,36,2022-05-16
7505,18,6,18,2022-05-16
7506,5,4,9,2022-05-16
7507,28,1,25,2022-05-16
7508,30,28,25,2022-05-17
7509,4,1,24,2022-05-17
7510,84,28,17,2022-05-17
7511,10,13,41,2022-05-17
7512,26,27,39,2022-05-17
7513,16,11,47,2022-05-18
7514,3,15,23,2022-05-18
7515,4,18,36,2022-05-18
7516,26,27,34,2022-05-18
7517,16,28,26,2022-05-18
7518,90,1,17,2022-05-18
7519,16,24,21,2022-05-18
7520,30,13,8,2022-05-18
7521,16,23,1,2022-05-18
7522,25,27,40,2022-05-19
7523,5,14,39,2022-05-19
7524,26,3,12,2022-05-19
7525,12,12,29,2022-05-19
7526,55,23,25,2022-05-19
7527,27,17,29,2022-05-19
7528,55,12,47,2022-05-19
7529,3,23,2,2022-05-19
7530,31,15,5,2022-05-20
7531,82,6,34,2022-05-20
7532,50,9,18,2022-05-20
7533,5,16,13,2022-05-20
7534,5,6,41,2022-05-20
7535,4,1,18,2022-05-20
7536,5,1,29,2022-05-20
7537,3,5,8,2022-05-20
7538,36,8,29,2022-05-21
7539,47,11,35,2022-05-21
7540,26,16,43,2022-05-21
7541,96,13,18,2022-05-21
7542,5,1,47,2022-05-21
7543,79,1,21,2022-05-21
7544,5,23,19,2022-05-21
7545,3,27,19,2022-05-21
7546,41,6,10,2022-05-21
7547,76,3,22,2022-05-21
7548,94,10,43,2022-05-22
7549,8,14,21,2022-05-22
7550,16,1,48,2022-05-22
7551,29,4,49,2022-05-22
7552,37,14,20,2022-05-22
7553,25,31,2,2022-05-22
7554,26,7,3,2022-05-22
7555,5,30,11,2022-05-22
7556,5,28,21,2022-05-22
7557,5,13,26,2022-05-22
7558,26,15,33,2022-05-23
7559,75,9,18,2022-05-23
7560,22,3,10,2022-05-23
7561,2,4,17,2022-05-23
7562,5,8,1,2022-05-23
7563,2,1,43,2022-05-23
7564,26,30,40,2022-05-23
7565,59,15,12,2022-05-23
7566,3,16,9,2022-05-23
7567,19,18,11,2022-05-23
7568,42,7,23,2022-05-24
7569,5,20,6,2022-05-24
7570,93,6,34,2022-05-24
7571,1,12,21,2022-05-24
7572,7,5,23,2022-05-24
7573,5,28,5,2022-05-24
7574,55,1,20,2022-05-24
7575,63,19,29,2022-05-25
7576,4,6,3,2022-05-25
7577,20,10,5,2022-05-25
7578,25,6,13,2022-05-25
7579,5,28,18,2022-05-26
7580,26,10,30,2022-05-26
7581,4,14,44,2022-05-26
7582,8,9,22,2022-05-26
7583,53,28,5,2022-05-26
7584,44,14,40,2022-05-26
7585,26,8,26,2022-05-26
7586,6,6,8,2022-05-27
7587,24,28,39,2022-05-27
7588,55,1,9,2022-05-27
7589,24,15,36,2022-05-27
7590,71,18,2,2022-05-27
7591,26,9,8,2022-05-27
7592,8,20,40,2022-05-27
7593,48,6,40,2022-05-27
7594,5,15,5,2022-05-27
7595,33,5,23,2022-05-27
7596,39,15,1,2022-05-28
7597,5,9,47,2022-05-28
7598,5,6,30,2022-05-28
7599,44,15,11,2022-05-28
7600,41,2,50,2022-05-28
7601,8,9,22,2022-05-28
7602,71,4,47,2022-05-28
7603,76,23,2,2022-05-28
7604,8,28,39,2022-05-28
7605,19,8,40,2022-05-28
7606,16,6,2,2022-05-28
7607,5,1,25,2022-05-28
7608,26,17,48,2022-05-29
7609,3,14,2,2022-05-29
7610,16,13,39,2022-05-29
7611,9,8,1,2022-05-29
7612,32,27,29,2022-05-29
7613,26,18,49,2022-05-29
7614,55,27,29,2022-05-29
7615,8,1,27,2022-05-29
7616,15,8,8,2022-05-30
7617,3,31,49,2022-05-30
7618,5,27,36,2022-05-30
7619,65,30,49,2022-05-30
7620,50,10,27,2022-05-30
7621,36,21,8,2022-05-30
7622,8,4,17,2022-05-30
7623,5,8,13,2022-05-30
7624,8,18,23,2022-05-31
7625,30,18,15,2022-05-31
7626,100,14,29,2022-05-31
7627,5,6,4,2022-06-01
7628,16,28,36,2022-06-01
7629,30,25,27,2022-06-01
7630,84,27,36,2022-06-01
7631,96,16,16,2022-06-01
7632,16,23,15,2022-06-01
7633,2,2,24,2022-06-01
7634,18,27,7,2022-06-01
7635,4,18,32,2022-06-01
7636,21,18,14,2022-06-01
7637,5,1,42,2022-06-01
7638,5,9,49,2022-06-02
7639,59,6,30,2022-06-02
7640,32,12,9,2022-06-02
7641,88,2,16,2022-06-02
7642,16,4,42,2022-06-02
7643,14,17,47,2022-06-02
7644,8,27,3,2022-06-02
7645,45,11,9,2022-06-02
7646,84,4,23,2022-06-02
7647,96,22,1,2022-06-02
7648,53,20,1,2022-06-02
7649,5,10,23,2022-06-03
7650,5,9,47,2022-06-03
7651,72,6,30,2022-06-03
7652,5,29,27,2022-06-03
7653,91,9,1,2022-06-03
7654,26,3,2,2022-06-03
7655,36,3,7,2022-06-03
7656,38,9,16,2022-06-03
7657,34,15,27,2022-06-04
7658,95,23,30,2022-06-04
7659,16,9,45,2022-06-04
7660,5,31,25,2022-06-04
7661,40,26,19,2022-06-05
7662,75,26,21,2022-06-05
7663,26,28,41,2022-06-05
7664,8,30,21,2022-06-05
7665,72,9,46,2022-06-05
7666,64,15,13,2022-06-05
7667,81,1,18,2022-06-05
7668,11,2,32,2022-06-05
7669,49,6,29,2022-06-05
7670,87,28,3,2022-06-06
7671,16,14,17,2022-06-06
7672,5,8,47,2022-06-06
7673,16,8,3,2022-06-06
7674,16,27,30,2022-06-06
7675,98,10,43,2022-06-06
7676,26,27,14,2022-06-06
7677,26,28,26,2022-06-06
7678,16,1,32,2022-06-06
7679,3,11,6,2022-06-06
7680,84,11,1,2022-06-06
7681,86,13,18,2022-06-06
7682,14,4,36,2022-06-07
7683,1,6,50,2022-06-07
7684,2,17,30,2022-06-07
7685,55,23,27,2022-06-07
7686,4,4,30,2022-06-08
7687,5,14,45,2022-06-08
7688,5,7,17,2022-06-08
7689,9,27,32,2022-06-08
7690,8,13,23,2022-06-08
7691,24,15,25,2022-06-08
7692,86,23,19,2022-06-08
7693,55,28,11,2022-06-08
7694,20,14,40,2022-06-08
7695,84,26,23,2022-06-09
7696,19,18,35,2022-06-09
7697,72,31,27,2022-06-09
7698,58,3,30,2022-06-09
7699,60,10,6,2022-06-09
7700,98,3,38,2022-06-09
7701,16,27,11,2022-06-10
7702,8,14,48,2022-06-10
7703,100,4,5,2022-06-10
7704,24,6,23,2022-06-10
7705,48,23,10,2022-06-10
7706,10,27,32,2022-06-10
7707,5,6,26,2022-06-10
7708,78,6,18,2022-06-10
7709,5,28,40,2022-06-10
7710,95,1,16,2022-06-10
7711,8,15,7,2022-06-10
7712,16,29,49,2022-06-10
7713,17,13,14,2022-06-10
7714,44,6,24,2022-06-11
7715,7,14,44,2022-06-11
7716,16,20,48,2022-06-11
7717,42,16,5,2022-06-11
7718,97,9,7,2022-06-11
7719,5,16,23,2022-06-11
7720,3,28,16,2022-06-11
7721,8,13,19,2022-06-12
7722,63,13,35,2022-06-12
7723,9,4,29,2022-06-12
7724,36,14,35,2022-06-12
7725,16,14,19,2022-06-12
7726,56,14,7,2022-06-12
7727,55,31,5,2022-06-12
7728,74,29,40,2022-06-12
7729,5,1,50,2022-06-12
7730,65,24,39,2022-06-12
7731,4,7,42,2022-06-12
7732,8,4,35,2022-06-12
7733,31,28,19,2022-06-13
7734,21,27,24,2022-06-13
7735,23,19,38,2022-06-13
7736,48,26,15,2022-06-13
7737,19,3,10,2022-06-14
7738,45,12,7,2022-06-14
7739,24,28,9,2022-06-14
7740,3,1,4,2022-06-14
7741,75,1,46,2022-06-14
7742,5,31,48,2022-06-14
7743,16,14,50,2022-06-15
7744,93,13,2,2022-06-15
7745,66,28,4,2022-06-15
7746,84,1,19,2022-06-15
7747,16,3,1,2022-06-15
7748,33,7,25,2022-06-15
7749,72,6,44,2022-06-16
7750,79,24,18,2022-06-16
7751,19,15,4,2022-06-16
7752,5,1,22,2022-06-16
7753,99,13,2,2022-06-16
7754,55,27,47,2022-06-16
7755,99,15,8,2022-06-16
7756,14,5,22,2022-06-16
7757,23,10,14,2022-06-16
7758,19,15,37,2022-06-16
7759,89,6,50,2022-06-17
7760,44,8,34,2022-06-17
7761,5,14,41,2022-06-17
7762,8,9,31,2022-06-17
7763,26,15,13,2022-06-17
7764,78,13,27,2022-06-17
7765,69,8,23,2022-06-17
7766,96,10,3,2022-06-17
7767,71,2,31,2022-06-17
7768,4,9,6,2022-06-17
7769,14,14,29,2022-06-18
7770,34,8,7,2022-06-18
7771,16,5,29,2022-06-18
7772,90,27,20,2022-06-18
7773,82,6,47,2022-06-18
7774,9,24,35,2022-06-18
7775,22,6,41,2022-06-19
7776,50,29,45,2022-06-19
7777,5,27,17,2022-06-19
7778,56,30,7,2022-06-19
7779,16,12,46,2022-06-19
7780,4,14,17,2022-06-19
7781,24,15,47,2022-06-19
7782,10,15,25,2022-06-19
7783,5,16,48,2022-06-19
7784,85,28,1,2022-06-19
7785,52,15,20,2022-06-20
7786,13,11,20,2022-06-20
7787,8,31,50,2022-06-20
7788,66,31,33,2022-06-20
7789,6,23,38,2022-06-20
7790,7,7,21,2022-06-20
7791,55,21,26,2022-06-20
7792,26,16,15,2022-06-20
7793,81,19,29,2022-06-20
7794,96,31,33,2022-06-21
7795,60,26,1,2022-06-21
7796,13,10,46,2022-06-21
7797,58,24,50,2022-06-21
7798,17,20,11,2022-06-21
7799,5,15,29,2022-06-21
7800,13,1,43,2022-06-21
7801,26,10,41,2022-06-21
7802,99,6,18,2022-06-21
7803,5,11,4,2022-06-22
7804,5,20,45,2022-06-22
7805,13,15,18,2022-06-22
7806,55,19,31,2022-06-22
7807,50,26,24,2022-06-22
7808,42,3,36,2022-06-22
7809,8,17,45,2022-06-23
7810,56,15,9,2022-06-23
7811,2,2,16,2022-06-23
7812,85,27,45,2022-06-23
7813,16,18,29,2022-06-23
7814,68,15,26,2022-06-24
7815,32,4,30,2022-06-24
7816,26,13,48,2022-06-24
7817,97,1,2,2022-06-24
7818,5,27,16,2022-06-24
7819,4,18,30,2022-06-24
7820,86,2,49,2022-06-25
7821,45,15,22,2022-06-25
7822,64,15,12,2022-06-25
7823,50,25,29,2022-06-25
7824,89,11,49,2022-06-25
7825,3,15,17,2022-06-25
7826,3,28,40,2022-06-25
7827,26,28,1,2022-06-25
7828,84,15,34,2022-06-25
7829,26,7,44,2022-06-25
7830,35,28,22,2022-06-25
7831,3,15,33,2022-06-25
7832,5,26,15,2022-06-25
7833,75,6,14,2022-06-26
7834,5,13,8,2022-06-26
7835,57,6,18,2022-06-26
7836,18,16,15,2022-06-26
7837,16,6,48,2022-06-26
7838,48,9,25,2022-06-26
7839,53,13,21,2022-06-26
7840,77,13,1,2022-06-26
7841,6,6,50,2022-06-26
7842,38,8,48,2022-06-26
7843,68,15,9,2022-06-26
7844,14,4,11,2022-06-26
7845,40,11,1,2022-06-26
7846,66,17,47,2022-06-27
7847,43,12,2,2022-06-27
7848,19,18,20,2022-06-27
7849,42,27,7,2022-06-27
7850,8,31,18,2022-06-27
7851,93,18,21,2022-06-27
7852,20,5,8,2022-06-27
7853,16,16,16,2022-06-28
7854,94,12,30,2022-06-28
7855,17,4,25,2022-06-28
7856,48,4,12,2022-06-28
7857,5,6,48,2022-06-28
7858,16,3,26,2022-06-28
7859,12,9,25,2022-06-28
7860,55,5,16,2022-06-28
7861,42,3,50,2022-06-28
7862,40,28,36,2022-06-28
7863,16,15,20,2022-06-28
7864,24,3,19,2022-06-29
7865,3,15,47,2022-06-29
7866,75,9,38,2022-06-29
7867,52,13,27,2022-06-29
7868,5,16,1,2022-06-29
7869,87,5,1,2022-06-29
7870,96,4,20,2022-06-29
7871,16,11,22,2022-06-29
7872,55,28,29,2022-06-29
7873,62,25,7,2022-06-29
7874,4,28,3,2022-06-29
7875,71,4,41,2022-06-29
7876,2,2,28,2022-06-29
7877,31,6,18,2022-06-30
7878,5,19,25,2022-06-30
7879,26,9,12,2022-06-30
7880,30,6,45,2022-06-30
7881,96,25,30,2022-06-30
7882,1,3,24,2022-06-30
7883,5,19,27,2022-06-30
7884,44,15,20,2022-06-30
7885,5,9,24,2022-06-30
7886,62,16,45,2022-06-30
7887,2,27,3,2022-06-30
7888,76,1,15,2022-07-01
7889,41,21,30,2022-07-01
7890,26,27,14,2022-07-01
7891,75,8,10,2022-07-01
7892,72,10,24,2022-07-01
7893,75,9,14,2022-07-02
7894,13,15,43,2022-07-02
7895,91,9,27,2022-07-02
7896,5,4,32,2022-07-02
7897,27,1,41,2022-07-02
7898,8,24,12,2022-07-03
7899,44,14,33,2022-07-03
7900,50,4,1,2022-07-03
7901,8,2,4,2022-07-03
7902,17,5,11,2022-07-03
7903,50,28,44,2022-07-03
7904,88,18,14,2022-07-03
7905,8,8,9,2022-07-03
7906,5,28,41,2022-07-03
7907,3,15,46,2022-07-03
7908,95,31,29,2022-07-04
7909,26,2,3,2022-07-04
7910,5,30,4,2022-07-04
7911,83,27,8,2022-07-04
7912,26,20,33,2022-07-05
7913,55,19,22,2022-07-05
7914,26,28,15,2022-07-05
7915,99,28,31,2022-07-05
7916,49,8,30,2022-07-05
7917,23,15,3,2022-07-05
7918,66,30,34,2022-07-05
7919,90,6,22,2022-07-06
7920,91,4,31,2022-07-06
7921,64,28,2,2022-07-06
7922,3,2,8,2022-07-06
7923,71,13,16,2022-07-06
7924,50,14,33,2022-07-06
7925,50,1,50,2022-07-06
7926,4,18,11,2022-07-06
7927,68,7,22,2022-07-06
7928,13,1,2,2022-07-07
7929,73,13,33,2022-07-07
7930,63,19,34,2022-07-07
7931,26,28,4,2022-07-07
7932,59,13,46,2022-07-07
7933,16,30,3,2022-07-07
7934,66,15,35,2022-07-07
7935,16,9,36,2022-07-08
7936,29,5,39,2022-07-08
7937,55,24,18,2022-07-08
7938,63,6,34,2022-07-08
7939,19,8,40,2022-07-08
7940,19,29,38,2022-07-08
7941,99,16,42,2022-07-08
7942,50,28,48,2022-07-09
7943,42,13,24,2022-07-09
7944,26,17,13,2022-07-09
7945,5,3,11,2022-07-09
7946,6,12,44,2022-07-09
7947,3,6,2,2022-07-09
7948,45,13,38,2022-07-09
7949,17,3,35,2022-07-09
7950,26,11,16,2022-07-10
7951,56,13,29,2022-07-10
7952,16,28,42,2022-07-10
7953,71,10,37,2022-07-10
7954,10,6,36,2022-07-10
7955,8,14,10,2022-07-10
7956,41,10,48,2022-07-11
7957,63,8,49,2022-07-11
7958,8,8,32,2022-07-11
7959,29,14,14,2022-07-11
7960,24,4,30,2022-07-11
7961,3,7,39,2022-07-11
7962,80,16,45,2022-07-11
7963,5,8,48,2022-07-11
7964,88,15,36,2022-07-11
7965,5,6,21,2022-07-12
7966,32,10,9,2022-07-12
7967,5,31,39,2022-07-12
7968,1,16,29,2022-07-12
7969,27,1,42,2022-07-12
7970,8,18,11,2022-07-12
7971,93,8,46,2022-07-12
7972,52,8,29,2022-07-12
7973,66,5,15,2022-07-12
7974,8,1,34,2022-07-12
7975,77,24,5,2022-07-12
7976,45,4,33,2022-07-13
7977,55,4,17,2022-07-13
7978,29,6,42,2022-07-13
7979,44,15,9,2022-07-13
7980,16,16,25,2022-07-13
7981,36,13,32,2022-07-13
7982,55,16,5,2022-07-13
7983,3,28,18,2022-07-13
7984,28,9,2,2022-07-13
7985,50,23,1,2022-07-13
7986,26,4,9,2022-07-13
7987,99,9,18,2022-07-13
7988,74,14,15,2022-07-14
7989,18,1,20,2022-07-14
7990,42,6,44,2022-07-14
7991,39,6,35,2022-07-14
7992,1,1,42,2022-07-14
7993,62,23,8,2022-07-14
7994,68,14,25,2022-07-14
7995,30,28,7,2022-07-14
7996,71,15,37,2022-07-14
7997,12,8,43,2022-07-14
7998,16,31,34,2022-07-15
7999,66,15,41,2022-07-15
8000,61,14,8,2022-07-16
8001,23,9,5,2022-07-16
8002,21,16,20,2022-07-16
8003,26,2,33,2022-07-16
8004,4,28,26,2022-07-16
8005,5,6,38,2022-07-16
8006,50,1,3,2022-07-16
8007,10,1,38,2022-07-16
8008,17,6,21,2022-07-17
8009,4,6,12,2022-07-17
8010,16,14,43,2022-07-17
8011,89,10,26,2022-07-17
8012,76,8,30,2022-07-18
8013,6,7,38,2022-07-18
8014,13,9,2,2022-07-18
8015,3,15,27,2022-07-19
8016,52,16,8,2022-07-19
8017,30,13,29,2022-07-19
8018,53,8,29,2022-07-19
8019,46,1,18,2022-07-20
8020,3,8,26,2022-07-20
8021,6,28,17,2022-07-20
8022,17,28,11,2022-07-20
8023,90,6,23,2022-07-20
8024,43,6,3,2022-07-21
8025,49,8,30,2022-07-21
8026,2,20,12,2022-07-21
8027,26,6,5,2022-07-21
8028,70,9,42,2022-07-21
8029,50,26,28,2022-07-22
8030,5,27,18,2022-07-22
8031,49,3,43,2022-07-22
8032,23,30,5,2022-07-22
8033,13,8,34,2022-07-23
8034,5,4,34,2022-07-23
8035,8,13,22,2022-07-23
8036,76,6,15,2022-07-23
8037,5,5,6,2022-07-23
8038,55,3,41,2022-07-23
8039,5,9,45,2022-07-23
8040,19,6,7,2022-07-23
8041,20,9,27,2022-07-23
8042,16,20,42,2022-07-24
8043,4,2,47,2022-07-24
8044,63,11,31,2022-07-24
8045,25,6,37,2022-07-24
8046,5,9,21,2022-07-24
8047,75,19,24,2022-07-24
8048,5,1,16,2022-07-24
8049,40,4,33,2022-07-24
8050,55,9,18,2022-07-25
8051,71,14,36,2022-07-25
8052,82,15,43,2022-07-25
8053,42,27,37,2022-07-25
8054,13,28,45,2022-07-25
8055,63,18,29,2022-07-25
8056,7,6,40,2022-07-25
8057,19,11,9,2022-07-25
8058,1,31,9,2022-07-25
8059,21,3,35,2022-07-25
8060,64,2,40,2022-07-25
8061,8,4,18,2022-07-25
8062,70,8,36,2022-07-26
8063,42,15,25,2022-07-26
8064,16,1,36,2022-07-26
8065,1,6,30,2022-07-26
8066,52,14,34,2022-07-26
8067,3,6,49,2022-07-27
8068,39,29,18,2022-07-27
8069,9,4,27,2022-07-27
8070,5,12,37,2022-07-27
8071,26,6,44,2022-07-27
8072,65,9,40,2022-07-27
8073,1,28,37,2022-07-27
8074,3,28,36,2022-07-27
8075,19,4,20,2022-07-27
8076,16,15,19,2022-07-27
8077,8,9,4,2022-07-28
8078,50,4,32,2022-07-28
8079,39,3,8,2022-07-28
8080,8,28,6,2022-07-28
8081,16,3,39,2022-07-28
8082,5,7,15,2022-07-28
8083,16,15,22,2022-07-28
8084,8,15,45,2022-07-28
8085,86,23,37,2022-07-28
8086,16,24,28,2022-07-28
